169285,2
169288,2
169289,2
169292,3
169707,2
169714,3
169715,2
169724,2
169725,2
169726,2
169734,3
169743,2
169744,2
169745,3
169746,2
169747,2
169752,2
169753,2
169764,3
169771,3
169776,2
169782,2
169789,3
169794,2
169835,3
169836,2
169841,2
169844,3
169847,4
169856,3
169857,2
169858,3
169861,2
169870,2
169871,2
169878,3
169880,2
169883,2
169884,2
169890,2
169891,2
169898,2
169900,3
169906,3
169940,2
169950,2
169951,2
169952,2
169955,4
169962,2
170715,2
170720,3
170723,3
170726,3
170727,2
170732,2
170951,2
170955,2
170958,3
170961,2
170966,2
170973,1
170974,2
170980,2
170985,2
170991,3
171924,1
171929,1
171930,1
172242,2
172245,1
172246,1
172726,2
173575,1
173651,3
173652,2
173653,3
173654,3
173659,2
173660,3
173667,2
173668,2
173673,2
173674,2
173677,2
173678,2
173683,3
173684,3
173691,3
173694,3
173695,3
173700,3
173707,3
173710,3
173713,2
173714,3
173715,4
173720,3
173721,2
173722,2
173723,3
173974,2
174145,3
174728,2
175937,1
175938,1
175941,2
175944,1
175947,1
175954,1
175955,1
175960,1
175982,1
175990,1
175993,2
185467,3
185470,3
185471,2
185474,1
185479,3
185480,1
190457,3
190458,2
190467,2
190468,2
190469,3
190472,2
190473,2
190474,3
190475,1
190484,3
190493,2
190494,1
190499,2
190500,1
190501,2
190695,2
190702,3
190703,3
190704,2
190705,2
190710,2
190713,2
190716,1
190717,2
190720,2
191782,2
191783,2
191784,2
191785,1
191786,1
191799,1
191802,1
191807,1
191810,2
191811,1
191920,2
191921,2
191924,2
191927,2
191928,2
191929,2
191930,2
192979,1
193230,1
193235,1
193236,2
193914,1
195590,1
195591,2
195594,1
195603,2
195609,1
195616,2
195617,2
195618,2
195619,2
195622,2
195627,4
195628,2
200258,3
200263,2
200264,2
204518,2
204524,2
204537,2
204543,2
204546,2
204607,3
204610,2
204613,2
204614,2
204621,2
204626,1
204627,2
204630,1
206619,2
206620,1
215220,1
227926,3
227929,1
227955,1
227956,3
227960,1
227981,1
227982,1
227983,1
227993,1
228028,1
228029,1
228030,1
228031,3
228034,1
228035,1
228044,1
228045,2
228046,3
228047,1
234159,1
234160,1
241029,2
241030,2
241039,2
241044,2
241047,2
241052,2
241053,2
241054,2
241055,2
242004,1
242005,1
242010,1
243120,1
243121,1
246636,2
246637,2
246638,2
246639,2
246640,2
246641,2
246650,1
246653,1
246654,2
246663,1
246671,1
246672,1
246673,1
246678,1
247834,4
250550,2
250551,1
250552,1
250553,2
250558,1
250569,2
250575,1
250576,1
250577,1
250580,2
250583,2
250588,2
250589,2
250592,2
250593,2
250594,2
250595,3
250970,2
250973,2
250974,1
250993,2
250996,2
250997,2
251002,2
251003,1
251004,3
251009,2
251018,1
251021,1
251024,2
251025,2
251026,1
251029,2
254606,1
254612,2
254615,2
254616,2
254617,2
254624,2
254625,2
254630,2
254634,1
254635,1
254638,2
254641,2
254642,1
254647,1
254648,1
254655,2
254667,2
254674,3
254675,1
254678,2
254679,1
254680,2
254681,1
254684,1
254685,1
254688,2
254689,2
254690,1
254695,1
254700,1
254705,1
256962,1
256965,1
256966,1
256971,1
256975,1
256980,1
256983,1
256986,1
256987,1
256988,1
256991,1
257000,1
266795,1
266796,1
266797,2
266800,2
269349,1
269352,1
269359,1
269360,1
269361,1
269362,1
337333,1
337336,1
337339,3
337343,2
337633,1
337869,1
337870,1
354305,1
354306,1
435367,1
443969,2
443970,1
443973,1
443978,1
443981,1
443985,1
443986,1
443987,1
444548,1
444550,1
444551,1
444554,1
444557,1
444558,1
444561,1
444566,1
444575,1
444576,1
444577,1
444578,1
444579,2
444580,1
444584,1
444587,1
444588,1
444589,1
444590,1
444591,1
444592,1
444595,2
444596,2
444597,2
444599,2
444600,1
444605,1
444607,1
444608,1
444609,1
444610,1
444612,1
444614,1
444617,1
444618,2
444620,1
444830,2
444831,1
444833,1
444835,1
444841,1
444842,1
444843,1
444846,1
444853,1
444854,1
444861,1
444862,1
444863,1
444864,1
444866,1
445656,1
445677,2
445699,5
445709,5
445711,4
445720,4
445729,1
445732,2
445733,3
445742,1
445750,1
445756,2
445759,1
445760,1
445761,1
445765,2
445768,1
445773,1
445780,2
445784,2
445789,1
445790,2
446756,1
446759,1
446764,2
446765,4
446769,1
446773,2
450333,2
450338,2
450341,4
450350,1
450354,2
450358,2
450361,2
450369,2
450371,2
450372,1
450375,2
450376,2
450384,1
450385,2
450870,5
450876,1
450884,1
450895,1
450898,1
450900,1
450910,1
450912,2
450922,1
450926,1
450929,1
450933,1
451157,2
451159,1
451169,1
451183,1
451189,2
451190,1
451194,1
451196,5
451197,1
451198,2
451199,1
451200,1
451206,1
451216,1
451218,1
451219,1
451223,2
451389,1
451390,2
451393,1
451413,2
451414,2
451419,1
451428,1
452855,2
453045,1
453048,1
453052,1
453054,1
453055,1
453056,1
453060,1
453061,1
453063,1
453065,1
453066,1
453067,1
453071,1
453072,2
453073,1
453074,1
453076,2
453082,2
453084,1
453085,1
453089,1
453091,1
453096,1
453098,2
453099,2
453100,2
453102,1
453104,2
453106,1
453112,2
453114,1
453115,1
453116,1
453117,1
453120,1
453124,1
453126,1
453128,1
453129,2
453131,1
453134,1
453137,1
453138,1
453143,2
455050,1
455051,1
455052,1
455053,1
455055,1
455056,2
455059,1
455060,2
455061,2
455063,1
455064,
455176,1
455178,2
455179,3
455180,2
455182,1
455185,2
455186,3
455187,1
455188,3
455190,3
455192,2
455193,4
455194,1
455195,3
455196,2
455200,2
455201,1
455206,2
455216,1
455217,2
455218,1
455220,2
455221,2
455222,1
455226,1
455227,4
455228,3
455230,1
455233,1
455235,1
455236,1
455237,1
472715,1
472718,1
472721,1
472722,1
472725,1
472726,1
472727,1
472743,1
472745,1
472746,2
472748,2
472761,1
472765,2
472766,1
472770,1
472774,1
472858,1
472863,1
472864,1
472873,1
472882,1
472883,3
472884,1
472889,1
472891,2
472899,1
472902,1
472905,2
472910,2
472915,1
472918,1
472919,1
472921,1
472924,2
472935,1
472938,1
472943,2
472945,1
472946,1
472955,1
472960,1
472968,2
472971,2
472976,1
472977,2
472982,2
472986,1
472987,2
472988,1
472989,1
473242,1
473434,1
473436,2
473439,2
473441,2
473450,3
473453,4
473456,2
473460,4
473464,1
473470,1
473475,3
473479,1
473482,2
473487,1
473490,2
473502,2
473503,3
473508,1
473509,5
473513,2
473519,2
473523,1
473528,2
473529,1
473538,1
473542,1
473545,1
473550,1
473554,2
473557,2
473561,1
473565,1
473566,5
473573,2
473577,2
473579,1
473580,1
473589,2
473632,1
473633,1
473637,1
473642,1
473664,2
473669,1
473670,2
473672,1
473677,1
473682,1
473683,1
473689,3
473693,1
473694,2
473700,1
473702,1
473709,1
473713,1
473716,1
474453,1
